序號,答案
20240526135007,2572.19
20240526140007,1423.01
20240526141007,1176.93
20240526142007,1543.54
20240526143007,1987.51
20240526144007,2992.8
20240526145007,2957.3
20240526150007,3039.62
20240526151007,3848.19
20240526152007,2377.76
20240526153007,-377.08
20240526154007,-513.01
20240526155007,-302.85
20240526160007,-56.56
20240526161007,-115.77
20240526162007,-186.93
20240526163007,-95.72
20240526164007,45.75
20240526165007,3.12
20240612090007,939.97
20240612091007,1152.91
20240612092007,1528.24
20240612093007,2351.6
20240612094007,2796.34
20240612095007,2700.69
20240612100007,2521.54
20240612101007,3063.86
20240612102007,3327.15
20240612103007,4031.28
20240612104007,6956.06
20240612105007,7535.76
20240612110007,6463.92
20240612111007,10469.45
20240612112007,-1872.82
20240612113007,15.68
20240612114007,566.18
20240612115007,1972.36
20240612120007,2670.16
20240612121007,1139.27
20240612122007,2040.83
20240612123007,1071.07
20240612124007,1708.94
20240612125007,2467.72
20240612130007,750.73
20240612131007,1687.81
20240612132007,450.13
20240612133007,1340.37
20240612134007,1929.14
20240612135007,319.81
20240612140007,2159.05
20240612141007,66.89
20240612142007,1602.69
20240612143007,1753.2
20240612144007,122.64
20240612145007,2536.12
20240612150007,-441.5
20240612151007,1988.27
20240612152007,1412.33
20240612153007,20.09
20240612154007,2859.19
20240612155007,-936.7
20240612160007,2189.07
20240612161007,939.76
20240612162007,80.55
20240612163007,3339.94
20240612164007,-1311.53
20240612165007,2302.75
20240615090007,1694.07
20240615091007,2336.05
20240615092007,3379.97
20240615093007,3560.1
20240615094007,3649.84
20240615095007,4244.94
20240615100007,4647.81
20240615101007,4982.96
20240615102007,5292.05
20240615103007,4628.92
20240615104007,5509.7
20240615105007,6381.53
20240615110007,3991.08
20240615111007,3851.3
20240615112007,-717.9
20240615113007,-452.89
20240615114007,-208.61
20240615115007,-120.11
20240615120007,7.51
20240615121007,38.11
20240615122007,264.99
20240615123007,381.5
20240615124007,344.86
20240615125007,544.06
20240615130007,318.24
20240615131007,521.64
20240615132007,688.3
20240615133007,823.23
20240615134007,951.79
20240615135007,843.06
20240615140007,853.13
20240615141007,762.47
20240615142007,997.81
20240615143007,684.17
20240615144007,-405.74
20240615145007,1034.69
20240615150007,-384.99
20240615151007,202.11
20240615152007,-223.44
20240615153007,-385.54
20240615154007,-393.9
20240615155007,-274.59
20240615160007,-54.15
20240615161007,319.78
20240615162007,268.66
20240615163007,514.39
20240615164007,579.88
20240615165007,750.09
20240717090007,3754.4
20240717091007,4204.6
20240717092007,4512.81
20240717093007,4794.48
20240717094007,5087.96
20240717095007,5848.3
20240717100007,5955.31
20240717101007,7430.48
20240717102007,8477.32
20240717103007,7443.8
20240717104007,6832.37
20240717105007,5597.37
20240717110007,2407.68
20240717111007,-494.19
20240717112007,-161.76
20240717113007,-81.91
20240717114007,-292.39
20240717115007,-203.32
20240717120007,-84.05
20240717121007,-120.59
20240717122007,-149.76
20240717123007,91.9
20240717124007,62.22
20240717125007,84.69
20240717130007,90.62
20240717131007,131.52
20240717132007,162.9
20240717133007,171.22
20240717134007,157.66
20240717135007,193.01
20240717140007,196.34
20240717141007,226.37
20240717142007,185.33
20240717143007,285.33
20240717144007,222.58
20240717145007,411.79
20240717150007,170.24
20240717151007,2000.96
20240717152007,1143.12
20240717153007,1821.2
20240717154007,1748.2
20240717155007,1830.99
20240717160007,919.1
20240717161007,1091.39
20240717162007,678.11
20240717163007,1484.97
20240717164007,2364.96
20240717165007,757.35
20240124090008,-132.9
20240124091008,-90.32
20240124092008,-26.47
20240124093008,-15.96
20240124094008,1636.52
20240124095008,1454.37
20240124100008,2152.62
20240124101008,2042.05
20240124102008,2284.39
20240124103008,973.33
20240124104008,1145.53
20240124105008,769.82
20240124110008,1385.51
20240124111008,2186.63
20240124112008,707.23
20240124113008,1687.81
20240124114008,450.13
20240124115008,1340.37
20240124120008,1929.14
20240124121008,319.81
20240124122008,2159.05
20240124123008,66.89
20240124124008,1602.69
20240124125008,1753.2
20240124130008,122.64
20240124131008,2536.12
20240124132008,-441.5
20240124133008,1988.27
20240124134008,1412.33
20240124135008,20.09
20240124140008,2859.19
20240124141008,-936.7
20240124142008,2189.07
20240124143008,939.76
20240124144008,80.55
20240124145008,3339.94
20240124150008,-1311.53
20240124151008,2302.75
20240124152008,464.03
20240124153008,296.74
20240124154008,3934.5
20240124155008,-1437.02
20240124160008,2498.5
20240124161008,-27.08
20240124162008,677.93
20240124163008,4181.59
20240124164008,-1188.42
20240124165008,2822.16
20240128090008,74.66
20240128091008,165.57
20240128092008,228.52
20240128093008,325.34
20240128094008,244.79
20240128095008,-320.67
20240128100008,-203.44
20240128101008,-247.15
20240128102008,-183.14
20240128103008,-235.03
20240128104008,-226.35
20240128105008,-256.5
20240128110008,-215.9
20240128111008,-218.63
20240128112008,-145.0
20240128113008,-118.3
20240128114008,-75.37
20240128115008,-21.72
20240128120008,-12.33
20240128121008,62.56
20240128122008,3.29
20240128123008,1714.71
20240128124008,1674.41
20240128125008,2260.96
20240128130008,2167.57
20240128131008,2391.35
20240128132008,1015.54
20240128133008,1170.03
20240128134008,833.15
20240128135008,1456.84
20240128140008,2187.91
20240128141008,769.94
20240128142008,1687.81
20240128143008,450.13
20240128144008,1340.37
20240128145008,1929.14
20240128150008,319.81
20240128151008,2159.05
20240128152008,66.89
20240128153008,1602.69
20240128154008,1753.2
20240128155008,122.64
20240128160008,2536.12
20240128161008,-441.5
20240128162008,1988.27
20240128163008,1412.33
20240128164008,20.09
20240128165008,2859.19
20240204090008,321.9
20240204091008,522.39
20240204092008,456.16
20240204093008,616.39
20240204094008,494.56
20240204095008,1403.12
20240204100008,1534.78
20240204101008,1897.34
20240204102008,1786.12
20240204103008,1794.35
20240204104008,736.32
20240204105008,1043.9
20240204110008,908.41
20240204111008,1728.26
20240204112008,2358.19
20240204113008,557.31
20240204114008,1687.81
20240204115008,450.13
20240204120008,1340.37
20240204121008,1929.14
20240204122008,319.81
20240204123008,2159.05
20240204124008,66.89
20240204125008,1602.69
20240204130008,1753.2
20240204131008,122.64
20240204132008,2536.12
20240204133008,-441.5
20240204134008,1988.27
20240204135008,1412.33
20240204140008,20.09
20240204141008,2859.19
20240204142008,-936.7
20240204143008,2189.07
20240204144008,939.76
20240204145008,80.55
20240204150008,3339.94
20240204151008,-1311.53
20240204152008,2302.75
20240204153008,464.03
20240204154008,296.74
20240204155008,3934.5
20240204160008,-1437.02
20240204161008,2498.5
20240204162008,-27.08
20240204163008,677.93
20240204164008,4181.59
20240204165008,-1188.42
20240218090008,-71.04
20240218091008,19.42
20240218092008,461.7
20240218093008,578.94
20240218094008,888.72
20240218095008,801.13
20240218100008,-537.24
20240218101008,-447.79
20240218102008,-148.42
20240218103008,-7.27
20240218104008,-43.88
20240218105008,44.95
20240218110008,205.57
20240218111008,771.38
20240218112008,1433.26
20240218113008,1975.42
20240218114008,1585.5
20240218115008,1483.34
20240218120008,1511.42
20240218121008,1652.06
20240218122008,1869.88
20240218123008,2088.9
20240218124008,2149.18
20240218125008,-493.5
20240218130008,-747.1
20240218131008,-404.68
20240218132008,146.93
20240218133008,122.83
20240218134008,42.56
20240218135008,71.38
20240218140008,592.02
20240218141008,2233.32
20240218142008,1844.44
20240218143008,2547.86
20240218144008,744.13
20240218145008,1181.22
20240218150008,1272.96
20240218151008,1530.6
20240218152008,1735.98
20240218153008,1751.23
20240218154008,1431.58
20240218155008,1310.08
20240218160008,1587.47
20240218161008,1594.23
20240218162008,2079.09
20240218163008,767.72
20240218164008,1226.75
20240218165008,645.89
20240305090008,4.37
20240305091008,141.45
20240305092008,153.96
20240305093008,150.17
20240305094008,175.57
20240305095008,208.34
20240305100008,311.03
20240305101008,-538.61
20240305102008,-543.27
20240305103008,-185.77
20240305104008,-76.37
20240305105008,-241.67
20240305110008,-103.67
20240305111008,27.01
20240305112008,140.52
20240305113008,97.77
20240305114008,575.56
20240305115008,898.81
20240305120008,1017.64
20240305121008,915.78
20240305122008,925.21
20240305123008,1162.41
20240305124008,912.65
20240305125008,2034.43
20240305130008,2716.95
20240305131008,3042.73
20240305132008,127.42
20240305133008,-619.08
20240305134008,-384.75
20240305135008,-270.09
20240305140008,55.13
20240305141008,267.19
20240305142008,475.52
20240305143008,619.47
20240305144008,640.94
20240305145008,1528.06
20240305150008,2870.9
20240305151008,3556.62
20240305152008,3871.41
20240305153008,4548.15
20240305154008,5105.71
20240305155008,5457.93
20240305160008,6132.69
20240305161008,6651.97
20240305162008,-225.74
20240305163008,-352.57
20240305164008,-286.75
20240305165008,-236.98
20240325090008,-39.27
20240325091008,492.45
20240325092008,480.48
20240325093008,723.74
20240325094008,207.7
20240325095008,385.53
20240325100008,-1.75
20240325101008,230.22
20240325102008,197.77
20240325103008,1556.96
20240325104008,1815.78
20240325105008,2286.06
20240325110008,1868.4
20240325111008,1479.45
20240325112008,682.6
20240325113008,878.5
20240325114008,827.72
20240325115008,1558.99
20240325120008,2412.44
20240325121008,728.03
20240325122008,1687.81
20240325123008,450.13
20240325124008,1340.37
20240325125008,1929.14
20240325130008,319.81
20240325131008,2159.05
20240325132008,66.89
20240325133008,1602.69
20240325134008,1753.2
20240325135008,122.64
20240325140008,2536.12
20240325141008,-441.5
20240325142008,1988.27
20240325143008,1412.33
20240325144008,20.09
20240325145008,2859.19
20240325150008,-936.7
20240325151008,2189.07
20240325152008,939.76
20240325153008,80.55
20240325154008,3339.94
20240325155008,-1311.53
20240325160008,2302.75
20240325161008,464.03
20240325162008,296.74
20240325163008,3934.5
20240325164008,-1437.02
20240325165008,2498.5
20240518090008,197.27
20240518091008,372.96
20240518092008,605.73
20240518093008,776.47
20240518094008,745.38
20240518095008,787.39
20240518100008,712.71
20240518101008,739.63
20240518102008,1002.31
20240518103008,729.42
20240518104008,958.25
20240518105008,899.92
20240518110008,522.21
20240518111008,-441.45
20240518112008,-410.11
20240518113008,-232.36
20240518114008,10.91
20240518115008,207.58
20240518120008,388.91
20240518121008,1173.73
20240518122008,1899.77
20240518123008,2503.09
20240518124008,3110.05
20240518125008,4178.39
20240518130008,2271.4
20240518131008,1357.59
20240518132008,1387.59
20240518133008,1479.82
20240518134008,1242.81
20240518135008,1060.51
20240518140008,1803.28
20240518141008,4204.1
20240518142008,4120.31
20240518143008,5293.59
20240518144008,1967.81
20240518145008,7817.35
20240518150008,7178.53
20240518151008,-1583.77
20240518152008,1705.27
20240518153008,-105.62
20240518154008,879.49
20240518155008,1889.77
20240518160008,1869.57
20240518161008,764.85
20240518162008,1340.54
20240518163008,911.43
20240518164008,1833.54
20240518165008,2455.65
20240526090008,682.16
20240526091008,1261.18
20240526092008,1972.81
20240526093008,2098.34
20240526094008,1706.83
20240526095008,992.2
20240526100008,629.62
20240526101008,1044.85
20240526102008,1507.23
20240526103008,1788.39
20240526104008,2319.03
20240526105008,2890.24
20240526110008,2586.43
20240526111008,1641.49
20240526112008,-422.67
20240526113008,-671.76
20240526114008,-331.77
20240526115008,0.19
20240526120008,8.72
20240526121008,2.76
20240526122008,-19.49
20240526123008,292.81
20240526124008,925.19
20240526125008,988.81
20240526130008,1044.58
20240526131008,1279.11
20240526132008,2200.03
20240526133008,3072.37
20240526134008,3180.76
20240526135008,2572.19
20240526140008,1423.01
20240526141008,1176.93
20240526142008,1543.54
20240526143008,1987.51
20240526144008,2992.8
20240526145008,2957.3
20240526150008,3039.62
20240526151008,3848.19
20240526152008,2377.76
20240526153008,-377.08
20240526154008,-513.01
20240526155008,-302.85
20240526160008,-56.56
20240526161008,-115.77
20240526162008,-186.93
20240526163008,-95.72
20240526164008,45.75
20240526165008,3.12
20240529090008,229.1
20240529091008,316.84
20240529092008,428.46
20240529093008,582.98
20240529094008,753.24
20240529095008,633.08
20240529100008,679.52
20240529101008,727.49
20240529102008,532.56
20240529103008,467.6
20240529104008,440.98
20240529105008,535.13
20240529110008,250.78
20240529111008,404.31
20240529112008,-335.84
20240529113008,-260.59
20240529114008,-299.48
20240529115008,-179.6
20240529120008,-117.57
20240529121008,-51.08
20240529122008,261.31
20240529123008,1035.0
20240529124008,1318.62
20240529125008,1888.49
20240529130008,1697.08
20240529131008,2000.1
20240529132008,2171.51
20240529133008,2269.73
20240529134008,2054.0
20240529135008,719.32
20240529140008,909.42
20240529141008,800.5
20240529142008,1619.24
20240529143008,2387.55
20240529144008,613.72
20240529145008,1687.81
20240529150008,450.13
20240529151008,1340.37
20240529152008,1929.14
20240529153008,319.81
20240529154008,2159.05
20240529155008,66.89
20240529160008,1602.69
20240529161008,1753.2
20240529162008,122.64
20240529163008,2536.12
20240529164008,-441.5
20240529165008,1988.27
20240607090008,-237.96
20240607091008,-242.68
20240607092008,-217.98
20240607093008,-168.49
20240607094008,-114.6
20240607095008,111.32
20240607100008,400.64
20240607101008,545.66
20240607102008,802.77
20240607103008,910.31
20240607104008,646.45
20240607105008,384.82
20240607110008,329.06
20240607111008,198.22
20240607112008,187.04
20240607113008,226.44
20240607114008,564.35
20240607115008,416.06
20240607120008,417.94
20240607121008,1915.02
20240607122008,1645.22
20240607123008,2277.07
20240607124008,2171.98
20240607125008,2144.58
20240607130008,578.05
20240607131008,826.0
20240607132008,698.54
20240607133008,1497.47
20240607134008,2360.09
20240607135008,823.2
20240607140008,1687.81
20240607141008,450.13
20240607142008,1340.37
20240607143008,1929.14
20240607144008,319.81
20240607145008,2159.05
20240607150008,66.89
20240607151008,1602.69
20240607152008,1753.2
20240607153008,122.64
20240607154008,2536.12
20240607155008,-441.5
20240607160008,1988.27
20240607161008,1412.33
20240607162008,20.09
20240607163008,2859.19
20240607164008,-936.7
20240607165008,2189.07
20240613090008,688.62
20240613091008,566.35
20240613092008,329.4
20240613093008,408.71
20240613094008,336.32
20240613095008,286.2
20240613100008,319.6
20240613101008,443.75
20240613102008,574.57
20240613103008,695.0
20240613104008,898.07
20240613105008,1159.45
20240613110008,1298.48
20240613111008,1238.77
20240613112008,-692.71
20240613113008,-383.52
20240613114008,-345.22
20240613115008,-107.1
20240613120008,-232.1
20240613121008,-246.98
20240613122008,-174.57
20240613123008,-110.11
20240613124008,-21.68
20240613125008,8.56
20240613130008,45.87
20240613131008,148.48
20240613132008,0.83
20240613133008,-65.77
20240613134008,-20.24
20240613135008,-51.72
20240613140008,-71.18
20240613141008,-63.72
20240613142008,-52.45
20240613143008,2.56
20240613144008,75.61
20240613145008,119.11
20240613150008,260.08
20240613151008,397.17
20240613152008,281.16
20240613153008,1912.93
20240613154008,1692.76
20240613155008,2400.55
20240613160008,2330.17
20240613161008,2329.07
20240613162008,617.31
20240613163008,829.66
20240613164008,682.41
20240613165008,1481.22
20240628090008,82.66
20240628091008,111.48
20240628092008,194.09
20240628093008,230.39
20240628094008,192.47
20240628095008,166.4
20240628100008,162.57
20240628101008,172.66
20240628102008,201.04
20240628103008,180.72
20240628104008,205.25
20240628105008,176.55
20240628110008,88.43
20240628111008,71.03
20240628112008,-618.02
20240628113008,-588.76
20240628114008,-414.51
20240628115008,-320.66
20240628120008,-253.6
20240628121008,-148.02
20240628122008,-123.19
20240628123008,-65.49
20240628124008,62.58
20240628125008,159.69
20240628130008,212.83
20240628131008,256.57
20240628132008,347.19
20240628133008,403.11
20240628134008,492.27
20240628135008,502.73
20240628140008,474.52
20240628141008,483.15
20240628142008,486.48
20240628143008,532.47
20240628144008,569.91
20240628145008,644.66
20240628150008,595.48
20240628151008,503.0
20240628152008,502.44
20240628153008,1726.99
20240628154008,999.68
20240628155008,1615.61
20240628160008,1658.21
20240628161008,1757.06
20240628162008,925.81
20240628163008,1146.59
20240628164008,582.85
20240628165008,1439.22
20240705090008,1026.69
20240705091008,1329.98
20240705092008,1631.74
20240705093008,1944.87
20240705094008,2210.32
20240705095008,2467.24
20240705100008,2685.0
20240705101008,2898.18
20240705102008,3009.67
20240705103008,3070.09
20240705104008,3119.74
20240705105008,3213.6
20240705110008,2982.6
20240705111008,2788.64
20240705112008,-570.27
20240705113008,-244.85
20240705114008,-148.62
20240705115008,-207.66
20240705120008,-290.66
20240705121008,-221.83
20240705122008,-133.43
20240705123008,-153.32
20240705124008,-120.6
20240705125008,-97.91
20240705130008,-101.78
20240705131008,-101.72
20240705132008,-72.49
20240705133008,-47.04
20240705134008,-26.0
20240705135008,-16.33
20240705140008,-18.96
20240705141008,16.92
20240705142008,4.72
20240705143008,1.07
20240705144008,-14.89
20240705145008,1.04
20240705150008,-23.14
20240705151008,-3.64
20240705152008,-21.66
20240705153008,-406.76
20240705154008,-355.74
20240705155008,-412.25
20240705160008,-291.98
20240705161008,-328.11
20240705162008,-315.03
20240705163008,-299.74
20240705164008,-294.16
20240705165008,-280.7
20240709090008,1067.5
20240709091008,1382.14
20240709092008,1674.76
20240709093008,1968.08
20240709094008,2109.23
20240709095008,-491.85
20240709100008,-285.27
20240709101008,-182.73
20240709102008,-63.47
20240709103008,-51.89
20240709104008,-127.1
20240709105008,-65.92
20240709110008,13.09
20240709111008,141.62
20240709112008,-506.62
20240709113008,-277.92
20240709114008,-305.93
20240709115008,-192.9
20240709120008,-271.13
20240709121008,-251.26
20240709122008,-231.98
20240709123008,-174.7
20240709124008,-141.35
20240709125008,-138.03
20240709130008,-89.49
20240709131008,-52.64
20240709132008,-13.02
20240709133008,-3.1
20240709134008,8.08
20240709135008,31.83
20240709140008,29.72
20240709141008,35.83
20240709142008,20.77
20240709143008,54.88
20240709144008,15.58
20240709145008,40.06
20240709150008,13.87
20240709151008,-2.12
20240709152008,-210.67
20240709153008,-319.83
20240709154008,-382.47
20240709155008,-288.19
20240709160008,-279.18
20240709161008,-296.69
20240709162008,-294.05
20240709163008,-127.51
20240709164008,-236.96
20240709165008,-165.52
20240715090008,1619.67
20240715091008,2021.04
20240715092008,2876.04
20240715093008,3745.01
20240715094008,4436.28
20240715095008,4760.32
20240715100008,3654.41
20240715101008,4457.52
20240715102008,4599.35
20240715103008,4632.94
20240715104008,5512.06
20240715105008,5479.8
20240715110008,5374.44
20240715111008,-807.49
20240715112008,-252.82
20240715113008,-153.11
20240715114008,-366.43
20240715115008,-261.13
20240715120008,-148.08
20240715121008,-53.28
20240715122008,-51.93
20240715123008,16.22
20240715124008,-22.67
20240715125008,-63.46
20240715130008,-78.41
20240715131008,72.32
20240715132008,203.02
20240715133008,190.94
20240715134008,230.83
20240715135008,188.54
20240715140008,150.03
20240715141008,143.38
20240715142008,134.92
20240715143008,121.03
20240715144008,142.62
20240715145008,156.3
20240715150008,227.9
20240715151008,-470.33
20240715152008,-356.55
20240715153008,-419.28
20240715154008,-230.31
20240715155008,-153.02
20240715160008,-90.52
20240715161008,82.17
20240715162008,202.7
20240715163008,307.33
20240715164008,227.89
20240715165008,249.06
20240719090008,-112.27
20240719091008,-238.92
20240719092008,-243.82
20240719093008,-221.87
20240719094008,-208.33
20240719095008,-180.7
20240719100008,-131.66
20240719101008,-103.27
20240719102008,-29.46
20240719103008,10.37
20240719104008,63.0
20240719105008,66.14
20240719110008,31.91
20240719111008,32.17
20240719112008,1.08
20240719113008,-15.08
20240719114008,-20.08
20240719115008,-11.94
20240719120008,-21.2
20240719121008,-32.92
20240719122008,-52.44
20240719123008,2128.79
20240719124008,1668.87
20240719125008,2345.07
20240719130008,1913.12
20240719131008,1943.9
20240719132008,659.4
20240719133008,877.74
20240719134008,760.05
20240719135008,1508.03
20240719140008,2373.05
20240719141008,827.42
20240719142008,1687.81
20240719143008,450.13
20240719144008,1340.37
20240719145008,1929.14
20240719150008,319.81
20240719151008,2159.05
20240719152008,66.89
20240719153008,1602.69
20240719154008,1753.2
20240719155008,122.64
20240719160008,2536.12
20240719161008,-441.5
20240719162008,1988.27
20240719163008,1412.33
20240719164008,20.09
20240719165008,2859.19
20240309090009,293.13
20240309091009,309.32
20240309092009,186.54
20240309093009,447.39
20240309094009,778.61
20240309095009,751.02
20240309100009,786.32
20240309101009,-471.92
20240309102009,-499.77
20240309103009,-191.23
20240309104009,-37.75
20240309105009,-54.78
20240309110009,-5.36
20240309111009,-8.19
20240309112009,54.08
20240309113009,-26.1
20240309114009,98.03
20240309115009,188.58
20240309120009,349.44
20240309121009,538.87
20240309122009,848.09
20240309123009,559.48
20240309124009,742.2
20240309125009,1040.43
20240309130009,1372.21
20240309131009,1025.38
20240309132009,1158.88
20240309133009,1009.38
20240309134009,1692.84
20240309135009,2048.37
20240309140009,2119.08
20240309141009,878.74
20240309142009,1292.57
20240309143009,742.84
20240309144009,1439.41
20240309145009,2282.11
20240309150009,624.64
20240309151009,1687.81
20240309152009,450.13
20240309153009,1340.37
20240309154009,1929.14
20240309155009,319.81
20240309160009,2159.05
20240309161009,66.89
20240309162009,1602.69
20240309163009,1753.2
20240309164009,122.64
20240309165009,2536.12
20240314090009,-168.08
20240314091009,-125.08
20240314092009,-87.69
20240314093009,-3.04
20240314094009,0.15
20240314095009,35.09
20240314100009,27.55
20240314101009,-279.98
20240314102009,-304.72
20240314103009,-261.54
20240314104009,-177.63
20240314105009,-176.7
20240314110009,-147.83
20240314111009,-164.45
20240314112009,-171.79
20240314113009,-173.39
20240314114009,-141.04
20240314115009,-116.85
20240314120009,-47.43
20240314121009,2.46
20240314122009,112.32
20240314123009,278.08
20240314124009,225.81
20240314125009,326.46
20240314130009,337.77
20240314131009,-411.62
20240314132009,-241.05
20240314133009,-275.3
20240314134009,-165.42
20240314135009,-190.24
20240314140009,-249.2
20240314141009,-217.36
20240314142009,-223.72
20240314143009,-169.85
20240314144009,-196.09
20240314145009,-92.08
20240314150009,6.65
20240314151009,132.32
20240314152009,73.3
20240314153009,85.24
20240314154009,-56.32
20240314155009,184.44
20240314160009,424.19
20240314161009,-395.92
20240314162009,-319.44
20240314163009,-326.67
20240314164009,-231.36
20240314165009,-199.41
20240414090009,2450.25
20240414091009,2952.15
20240414092009,3598.61
20240414093009,4275.13
20240414094009,4934.95
20240414095009,5576.4
20240414100009,6033.79
20240414101009,6394.2
20240414102009,6775.46
20240414103009,6608.48
20240414104009,6038.28
20240414105009,3254.69
20240414110009,-379.05
20240414111009,-455.15
20240414112009,-106.86
20240414113009,-258.49
20240414114009,-35.89
20240414115009,52.21
20240414120009,198.3
20240414121009,354.22
20240414122009,525.26
20240414123009,688.28
20240414124009,814.05
20240414125009,882.71
20240414130009,1013.81
20240414131009,1145.8
20240414132009,1283.59
20240414133009,1399.47
20240414134009,1499.9
20240414135009,1504.89
20240414140009,1709.11
20240414141009,1714.51
20240414142009,1607.12
20240414143009,1503.93
20240414144009,-592.82
20240414145009,-451.47
20240414150009,-274.8
20240414151009,-121.5
20240414152009,90.58
20240414153009,233.06
20240414154009,536.27
20240414155009,998.74
20240414160009,1596.63
20240414161009,2352.36
20240414162009,3205.78
20240414163009,3843.4
20240414164009,4436.51
20240414165009,5072.29
20240506090009,548.06
20240506091009,517.01
20240506092009,721.99
20240506093009,682.75
20240506094009,785.17
20240506095009,780.3
20240506100009,798.68
20240506101009,892.77
20240506102009,790.48
20240506103009,775.25
20240506104009,641.84
20240506105009,580.53
20240506110009,750.64
20240506111009,-519.91
20240506112009,-359.84
20240506113009,-328.9
20240506114009,-219.63
20240506115009,-92.6
20240506120009,-53.08
20240506121009,47.3
20240506122009,21.91
20240506123009,124.46
20240506124009,501.56
20240506125009,185.32
20240506130009,40.13
20240506131009,399.32
20240506132009,523.44
20240506133009,318.38
20240506134009,546.11
20240506135009,334.05
20240506140009,395.7
20240506141009,403.87
20240506142009,923.64
20240506143009,1709.51
20240506144009,2216.92
20240506145009,2606.5
20240506150009,2467.57
20240506151009,-461.94
20240506152009,-472.47
20240506153009,-564.92
20240506154009,-106.24
20240506155009,228.87
20240506160009,183.39
20240506161009,387.43
20240506162009,404.27
20240506163009,811.15
20240506164009,1015.24
20240506165009,1055.75
20240526090009,682.16
20240526091009,1261.18
20240526092009,1972.81
20240526093009,2098.34
20240526094009,1706.83
20240526095009,992.2
20240526100009,629.62
20240526101009,1044.85
20240526102009,1507.23
20240526103009,1788.39
20240526104009,2319.03
20240526105009,2890.24
20240526110009,2586.43
20240526111009,1641.49
20240526112009,-422.67
20240526113009,-671.76
20240526114009,-331.77
20240526115009,0.19
20240526120009,8.72
20240526121009,2.76
20240526122009,-19.49
20240526123009,292.81
20240526124009,925.19
20240526125009,988.81
20240526130009,1044.58
20240526131009,1279.11
20240526132009,2200.03
20240526133009,3072.37
20240526134009,3180.76
20240526135009,2572.19
20240526140009,1423.01
20240526141009,1176.93
20240526142009,1543.54
20240526143009,1987.51
20240526144009,2992.8
20240526145009,2957.3
20240526150009,3039.62
20240526151009,3848.19
20240526152009,2377.76
20240526153009,-377.08
20240526154009,-513.01
20240526155009,-302.85
20240526160009,-56.56
20240526161009,-115.77
20240526162009,-186.93
20240526163009,-95.72
20240526164009,45.75
20240526165009,3.12
20240614090009,333.25
20240614091009,580.21
20240614092009,232.81
20240614093009,124.13
20240614094009,351.66
20240614095009,547.73
20240614100009,578.86
20240614101009,447.79
20240614102009,224.62
20240614103009,170.35
20240614104009,168.11
20240614105009,97.3
20240614110009,174.61
20240614111009,-433.34
20240614112009,-306.05
20240614113009,-410.39
20240614114009,-276.88
20240614115009,-190.46
20240614120009,-190.74
20240614121009,-166.49
20240614122009,-194.37
20240614123009,-136.31
20240614124009,-124.89
20240614125009,-70.89
20240614130009,44.66
20240614131009,75.45
20240614132009,92.11
20240614133009,117.24
20240614134009,103.5
20240614135009,12.88
20240614140009,219.06
20240614141009,343.28
20240614142009,386.63
20240614143009,539.32
20240614144009,721.89
20240614145009,516.42
20240614150009,756.13
20240614151009,678.88
20240614152009,1716.19
20240614153009,1676.43
20240614154009,2158.29
20240614155009,2142.57
20240614160009,2035.83
20240614161009,538.07
20240614162009,852.79
20240614163009,735.85
20240614164009,1541.23
20240614165009,2439.21
20240621090009,225.92
20240621091009,318.13
20240621092009,375.52
20240621093009,424.19
20240621094009,386.84
20240621095009,210.47
20240621100009,140.47
20240621101009,207.26
20240621102009,218.6
20240621103009,323.72
20240621104009,384.21
20240621105009,446.17
20240621110009,521.13
20240621111009,390.02
20240621112009,-319.4
20240621113009,-314.0
20240621114009,-389.07
20240621115009,-216.28
20240621120009,-195.5
20240621121009,-228.12
20240621122009,-196.54
20240621123009,-181.5
20240621124009,-126.35
20240621125009,-128.75
20240621130009,-133.85
20240621131009,-116.95
20240621132009,-131.19
20240621133009,-131.17
20240621134009,-140.59
20240621135009,-172.69
20240621140009,-207.13
20240621141009,-194.95
20240621142009,-182.98
20240621143009,-145.86
20240621144009,-117.46
20240621145009,-94.64
20240621150009,-93.68
20240621151009,-117.38
20240621152009,2020.69
20240621153009,1709.96
20240621154009,2512.63
20240621155009,2439.06
20240621160009,2588.16
20240621161009,786.01
20240621162009,924.91
20240621163009,682.89
20240621164009,1484.53
20240621165009,2239.01
20240628090009,82.66
20240628091009,111.48
20240628092009,194.09
20240628093009,230.39
20240628094009,192.47
20240628095009,166.4
20240628100009,162.57
20240628101009,172.66
20240628102009,201.04
20240628103009,180.72
20240628104009,205.25
20240628105009,176.55
20240628110009,88.43
20240628111009,71.03
20240628112009,-618.02
20240628113009,-588.76
20240628114009,-414.51
20240628115009,-320.66
20240628120009,-253.6
20240628121009,-148.02
20240628122009,-123.19
20240628123009,-65.49
20240628124009,62.58
20240628125009,159.69
20240628130009,212.83
20240628131009,256.57
20240628132009,347.19
20240628133009,403.11
20240628134009,492.27
20240628135009,502.73
20240628140009,474.52
20240628141009,483.15
20240628142009,486.48
20240628143009,532.47
20240628144009,569.91
20240628145009,644.66
20240628150009,595.48
20240628151009,503.0
20240628152009,502.44
20240628153009,1726.99
20240628154009,999.68
20240628155009,1615.61
20240628160009,1658.21
20240628161009,1757.06
20240628162009,925.81
20240628163009,1146.59
20240628164009,582.85
20240628165009,1439.22
20240717090009,3754.4
20240717091009,4204.6
